,time,tweets
493,16:37:48,[]
494,16:37:47,"['2018 EPBP Lakers Football Schedule\\n\\n-opens with Hudson, who was 10-2 last season and gave EPBP their only regular season loss\\n\\n-crossovers include: Memphis and Harbor Beach\\n\\n-first matchup with Caro since 1990 (16-15 all-time record against Tigers) https:\\/\\/t.co\\/U38k8fCm3w\n']"
495,17:09:51,[]
496,16:37:45,[]
497,16:37:44,[]
498,16:37:43,[]
499,16:37:42,[]
500,16:37:40,[': Report: Kawhi Leonard Angling For Trade to Lakers; Who Would The Lakers Have to Give Up https:\\/\\/t.co\\/Jx97yZOHWe https:\\/\\/t.co\\/haUK3\\u2026\n']
501,21:13:25,[]
502,21:25:53,[]
503,21:13:26,"[""Watch pay $20ish mil per year to have the BBB's on the Lakers jerseys by 2022, calling it now...\n""]"
504,21:25:55,[]
505,21:13:20,[]
506,21:25:57,['If we were bunk like the Lakers then possibly but we ain\\u2019t soooo \\ud83e\\udd37\\ud83c\\udffd\\u200d\\u2642\\ufe0f\n']
507,21:13:22,"[""Same I love Tobias lol and if the rumor about kawhi and the Lakers is real why we gonna trade for him it's fucking stupid if we do\n""]"
508,16:57:17,[]
509,21:13:29,[]
510,16:57:13,[]
511,16:57:11,[]
512,17:38:21,[]
513,17:38:27,[]
514,19:25:42,[]
515,18:54:16,[]
516,18:30:00,[]
517,18:30:01,[]
518,18:30:02,[]
519,16:00:19,[]
520,18:30:04,[]
521,19:25:45,[]
522,18:30:06,[]
523,18:30:07,[]
524,16:00:12,[]
525,18:30:09,[]
526,16:00:10,[]
527,16:00:11,[]
528,16:00:16,[]
529,16:00:17,[]
530,16:00:14,[]
531,16:00:15,['My fav is the Lakers self five \\ud83d\\ude02\\ud83d\\ude02\\ud83d\\ude02\n']
532,21:26:03,['And The Pistons Just Stopped The Lakers 4 Peat The Year Before WASNT EVEN SUPPOSED TO BE THERE\n']
533,21:26:01,[]
534,21:26:00,[]
535,21:26:07,[]
536,21:26:06,[]
537,21:26:05,[]
538,17:19:14,[]
539,20:22:22,[]
540,17:19:16,['The Lakers want Kawhi and there is no one on that roster that I would trade him for.... no one\n']
541,17:19:11,[]
542,17:19:10,[]
543,17:19:13,[]
544,20:54:28,[]
545,16:22:35,[]
546,16:22:36,[]
547,17:19:19,[]
548,17:19:18,[]
549,16:22:32,[]
550,16:22:33,[]
551,22:03:12,[]
552,20:03:46,[]
553,20:03:45,[]
554,20:03:44,[]
555,20:03:42,[]
556,20:03:40,[]
557,17:51:26,[]
558,18:29:43,[]
559,21:10:10,[]
560,21:10:13,[]
